time/steps,time/epochs,time/steps_per_second,time/dataset,time/preprocess,time/train_step,train/env_steps,eval/reward,eval/length,eval/success,eval/TimeLimit.truncated,eval/reward_std,step,train/reward,train/length,train/num_ep,train/q_loss,train/target_q,train/actor_loss,train/entropy,train/alpha_loss,train/alpha
110000,0,11.314140830407565,0.0006997585296630859,3.921985626220703e-05,0.10370492935180664,109751.5,-5.151642703188118,300.0,0.0,1.0,2.647452923267468,110000,-2.219847148144732,300.0,366.0,0.0008404574011219666,-1.2782534906864167,1.260052812576294,-3.0083847670555115,-9.22943537170795e-06,0.001104937177617103
120000,0,10.088684462152932,0.0016722679138183594,3.9458274841308594e-05,0.08943629264831543,119751.5,-3.6065647930071463,300.0,0.0,1.0,1.424339875529351,120000,-3.2774922687199664,300.0,399.5,0.000734200811595656,-1.2269092636108399,1.2108994760513305,-2.963442662239075,3.689893230330199e-05,0.0010027271457947792
130000,0,11.254646196501808,0.0006158351898193359,3.635883331298828e-05,0.08812475204467773,129751.5,-3.480354740436967,300.0,0.0,1.0,1.355966789939701,130000,-2.7108959368871806,300.0,432.5,0.0006841973994742148,-1.2032141122817994,1.188274733543396,-2.9768013319969175,2.0943771579368332e-05,0.0009018143989378587
140000,0,9.699604306565629,0.0015670061111450195,3.921985626220703e-05,0.1005011796951294,139751.5,-2.4647571418761136,300.0,0.3333333333333333,1.0,0.6278859911726482,140000,-2.2620392218923646,300.0,466.0,0.0006176858336548321,-1.1573279185295104,1.1416856191158296,-3.0290890522003173,-2.6346324427322543e-05,0.0009059200689662248
150000,0,10.265329952275648,0.0006178617477416992,3.910064697265625e-05,0.09270131587982178,149751.5,-3.440240448777893,300.0,0.3333333333333333,1.0,3.5557005276815254,150000,-3.0378533395056992,300.0,499.5,0.0005812950769322925,-1.0979520316123963,1.0825963854789733,-2.972458113193512,2.4002396295145444e-05,0.0008685519417049363
160000,0,10.079315871202985,0.0006146430969238281,3.528594970703125e-05,0.10772156715393066,159751.5,-2.9432130862215495,300.0,0.3333333333333333,1.0,1.7583428270494608,160000,-2.3980188710638983,300.0,532.5,0.0005377400780562312,-1.0473800770044326,1.0332336655855179,-2.991615005493164,6.1726630301564e-06,0.0007324113167123869
170000,0,10.197302182931963,0.0006196498870849609,3.6835670471191406e-05,0.10917818546295166,169751.5,-2.3144898967667515,300.0,0.3333333333333333,1.0,0.45199724245857764,170000,-2.8992596375082065,300.0,566.0,0.0004954568098764866,-1.010334772706032,0.9969730330705643,-2.9954056367874147,3.1739091809868112e-06,0.000684630535193719
180000,0,9.967164920669827,0.0005682706832885742,3.910064697265625e-05,0.10313796997070312,179751.5,-2.4413027171545907,300.0,0.4666666666666667,1.0,0.8519735612124635,180000,-6.498123166052178,300.0,599.5,0.0005021144025959075,-0.9794155707359314,0.9666765933036804,-2.992212192058563,5.173908879442024e-06,0.000661271222634241
190000,0,9.310752362593112,0.0006140470504760742,4.029273986816406e-05,0.11126041412353516,189751.5,-2.126288959672927,300.0,0.9333333333333333,1.0,0.6024800656559224,190000,-1.767830463212951,300.0,632.5,0.00047759448125725613,-0.9513071612119675,0.9398205925226212,-2.9651842155456545,2.2205571616723317e-05,0.0006393939553527161
200000,0,10.117219538027303,0.0007544755935668945,3.9577484130859375e-05,0.10177719593048096,199751.5,-1.9585542459797796,300.0,1.0,1.0,0.44418227000378013,200000,-1.66495196739128,300.0,666.0,0.0004953624387853779,-0.923837338924408,0.9118791987895966,-3.0134389624595643,-8.093914261280588e-06,0.0006010840660892427
210000,0,9.615802747805578,0.0006281137466430664,3.826618194580078e-05,0.09207355976104736,209751.5,-2.1173776697794437,300.0,0.6,1.0,0.5510985685735261,210000,-2.0150695542555086,300.0,699.5,0.00046135834557935597,-0.894242508649826,0.8828923337459564,-2.996348054885864,2.1425722934509394e-06,0.000580749673419632
