time/steps,time/epochs,time/steps_per_second,train/outer_loss,train/pre_adapt_support_accuracy,train/post_adapt_support_accuracy,train/post_adapt_query_accuracy,valid/outer_loss,valid/pre_adapt_support_accuracy,valid/post_adapt_support_accuracy,valid/post_adapt_query_accuracy,step
8700,1,13.139163478755224,0.5543168038129807,0.67541667137295,0.9644097219407558,0.9280208353698254,0.6206059694290161,0.6652777805924416,0.9520833343267441,0.9166666716337204,8750
9000,1,13.343085741277168,0.5610839375853538,0.6715277812629938,0.9615972216427326,0.9254861138761044,0.6401535153388977,0.6750000029802322,0.9479166716337204,0.9180555522441864,9000
9200,1,13.35694481491304,0.567987144291401,0.6747916727513075,0.9592013883590699,0.9277083356678486,0.5967090547084808,0.6229166731238365,0.9673611134290695,0.9298611134290695,9250
9500,1,13.303704445211821,0.5957404413819313,0.6791319482028484,0.9627777759730816,0.9203125028312207,0.4843264937400818,0.6458333387970925,0.9631944417953491,0.9395833313465118,9500
9700,1,12.870361221595354,0.5682151973247528,0.6819097265601158,0.9605902776122093,0.925277779251337,0.696007490158081,0.6131944566965103,0.9604166686534882,0.9125,9750
10000,1,13.086635170743874,0.5651187974214554,0.6753819484263659,0.9628819440305233,0.9278819461166858,0.5787385106086731,0.6833333402872086,0.9569444447755814,0.9208333343267441,10000
10200,1,12.898762051541796,0.553331329524517,0.665833337828517,0.9645486101508141,0.9306944465637207,0.6089809238910675,0.6555555582046508,0.9798611104488373,0.9277777731418609,10250
10500,1,12.90410312738454,0.5799838128685951,0.6771180601790547,0.9619097208976746,0.9245486144721508,0.7123711824417114,0.6680555626749992,0.9604166656732559,0.9152777850627899,10500
10700,1,13.483969063574396,0.5892384433746338,0.6774305597320199,0.9631944423913956,0.9224652802944183,0.5603632092475891,0.5923611149191856,0.9569444447755814,0.9215277761220932,10750
11000,1,13.19063156908896,0.5433089318871498,0.6688888926804065,0.966388887912035,0.9310763911902904,0.6140075087547302,0.6388888925313949,0.9652777701616287,0.9215277880430222,11000
11200,1,13.745730865446685,0.5667584252357483,0.6760416708886623,0.9653819426894188,0.9277083371579647,0.5124039232730866,0.617361119389534,0.9520833283662796,0.9333333373069763,11250
11500,1,13.431283868183009,0.5637852856516838,0.6754513934999704,0.9608333326876164,0.9288541696965694,0.6583009243011475,0.620138892531395,0.9638888895511627,0.9159722208976746,11500
11700,1,12.90047631725416,0.5878021770715713,0.6830902809649706,0.9654861089587211,0.9219097271561623,0.7554581642150879,0.6409722298383713,0.9618055552244187,0.9187500059604645,11750
12000,1,13.437215062545318,0.5689850276708603,0.6787500044330954,0.961458333581686,0.9234027788043022,0.5934207379817963,0.6187499985098839,0.9465277761220932,0.9298611134290695,12000
12200,1,13.369315030365494,0.6041747999191284,0.6740972278267146,0.964097220748663,0.9226041689515114,0.6889010787010192,0.643055559694767,0.96875,0.9180555552244186,12250
12500,1,13.152804059876607,0.5968678817152977,0.678263893276453,0.9612152762711048,0.9188888904452324,0.5629181146621705,0.6361111134290696,0.9569444447755814,0.9243055522441864,12500
12700,2,13.34164862196866,0.5993007275462151,0.6919791704416275,0.9628124979138374,0.9178125037252903,0.6403596222400665,0.6319444492459297,0.9687499940395355,0.9215277820825577,12750
13000,2,13.121827967784212,0.5760622680187225,0.67378472648561,0.964999999254942,0.9267361150681972,0.6124574899673462,0.5805555537343026,0.9631944417953491,0.9111111134290695,13000
13200,2,12.754367172285631,0.5381818494200706,0.675659724548459,0.9639236092567444,0.9300347247719765,0.6066030502319336,0.65625,0.9729166686534881,0.9305555552244187,13250
13500,2,13.107120538081737,0.5809399271011353,0.6724305598437786,0.9630902762711048,0.9251736122369766,0.6547784149646759,0.6458333373069763,0.9638888835906982,0.9180555582046509,13500
13700,2,13.298424276305374,0.5644388335943222,0.6765277826040983,0.9605208329856396,0.9255208359658718,0.5099813044071198,0.6354166716337204,0.9673611044883728,0.9416666686534881,13750
14000,2,13.392869487644282,0.5697984954714775,0.6785416715592146,0.9605902779102325,0.9258333349227905,0.5934619605541229,0.6326388955116272,0.9694444447755813,0.9229166686534882,14000
14200,2,13.64802029053859,0.5700305360555649,0.6831250034272671,0.9613541656732559,0.928611114025116,0.540028303861618,0.6583333432674408,0.9638888895511627,0.9312500089406968,14250
14500,2,13.699147885921347,0.5790479120612144,0.6768750043213367,0.9568402771651745,0.9253819468617439,0.5346575200557708,0.6423611178994179,0.9708333313465118,0.9472222298383712,14500
14700,2,13.300926751168891,0.5688905766606331,0.6720833381265402,0.9620833322405815,0.9270486137270928,0.6027402758598328,0.6562500014901161,0.9701388895511627,0.922222226858139,14750
15000,2,13.07856366743991,0.6152113273739814,0.6707291706651449,0.9628472211956978,0.9205208353698253,0.5221242547035218,0.642361119389534,0.9631944477558136,0.9409722208976745,15000
15200,2,13.2241406626252,0.5822685170173645,0.6661111158877611,0.9649305553734302,0.9217013919353485,0.6412496566772461,0.6499999985098839,0.9631944477558136,0.9305555552244187,15250
15500,2,13.551298496053818,0.5630239504575729,0.6770138924568891,0.9629861113429069,0.9269097232818604,0.5683404207229614,0.6201388880610466,0.9513888865709305,0.9340277761220932,15500
15700,2,13.576674180555449,0.5649983322620392,0.6783680603653193,0.966076387912035,0.9270486131310463,0.6682886600494384,0.6493055611848831,0.9624999970197677,0.9187499970197678,15750
16000,2,12.841675091938075,0.5476320093870163,0.6720486152172088,0.9634027767181397,0.9268055568635464,0.5792814910411834,0.6347222194075585,0.9631944477558136,0.938888892531395,16000
16200,2,13.472545975665733,0.5624686762690544,0.6760416691750288,0.962604165226221,0.9264236128330231,0.6713739037513733,0.622222226858139,0.96875,0.9083333343267441,16250
16500,2,12.954698503717225,0.567665517628193,0.6756944505125284,0.9664930543303489,0.9291666693985462,0.7281270265579224,0.6361111238598823,0.9513888925313949,0.9166666686534881,16500
16700,2,13.295003136968578,0.5431540742516517,0.667743059694767,0.9652777773141861,0.9323958361148834,0.5481289863586426,0.6326388850808143,0.9548611074686051,0.9340277791023255,16750
17000,2,13.161989661149775,0.5491987895965577,0.670937503874302,0.965902774631977,0.9308333358168602,0.5841115772724151,0.6645833373069763,0.9638888895511627,0.9125000059604644,17000
17200,2,13.11796041696828,0.5493634077906608,0.6676388934254647,0.9618055540323257,0.92909722417593,0.6669167280197144,0.625,0.9611111074686051,0.9243055611848832,17250
17500,2,13.16096500974575,0.5532910117506981,0.6743402817100287,0.9642361089587211,0.9268055585026741,0.557949960231781,0.609027786552906,0.9583333373069763,0.9277777791023254,17500
17700,2,13.694178717693516,0.5656033444404602,0.6696875040978193,0.9656944417953491,0.9295138908922672,0.7532441735267639,0.5750000014901161,0.9597222179174423,0.9118055522441864,17750
18000,2,12.987051108361687,0.5694073793292046,0.6716319505125284,0.9662499988079071,0.9227777822315693,0.5903118133544922,0.606944440305233,0.9618055582046509,0.9333333313465119,18000
18200,2,13.185252160358894,0.5453796392679214,0.6758333375304937,0.9670833331346512,0.9304166686534882,0.6100209593772888,0.6291666746139526,0.9652777761220932,0.9319444447755814,18250
18500,2,13.33402382929541,0.5544686934351921,0.6761111152172089,0.9638888868689537,0.9280902776122093,0.6245333790779114,0.6638888895511628,0.9465277850627899,0.9159722238779068,18500
18700,2,12.623773387125853,0.5818305988609791,0.6788194479048252,0.9641319435834884,0.923680558502674,0.6128621995449066,0.6687500089406967,0.9722222208976745,0.9263888955116272,18750
19000,3,13.14006247499606,0.5673172125220298,0.6754513938724994,0.9612847203016281,0.9296180565655231,0.6574847817420959,0.668055559694767,0.9659722208976745,0.9159722268581391,19000
19200,3,13.144773513540109,0.5650351712107659,0.6750347251072526,0.9614930532872676,0.9273611132800579,0.679379117488861,0.6569444477558136,0.9444444507360459,0.9118055641651154,19250
19500,3,13.296251084006562,0.5665832471847534,0.6731597268581391,0.9643055528402329,0.9255902802944184,0.5578903675079345,0.6555555537343025,0.9493055522441864,0.9354166746139526,19500
19700,3,13.351204952817065,0.5565970742702484,0.6757638923078776,0.9666666662693024,0.9266666688024998,0.6358272552490234,0.6576389014720917,0.9548611074686051,0.922222226858139,19750
20000,3,12.811111981956518,0.5311563724279403,0.6729513941332698,0.9619444431364537,0.9349652799963951,0.6777127027511597,0.6756944477558136,0.9597222238779068,0.9180555641651154,20000
20200,3,13.147439381657485,0.5388432767987251,0.6775347244739532,0.9639930546283721,0.9340277791023255,0.5878275990486145,0.6500000059604645,0.9527777761220932,0.9354166746139526,20250
20500,3,13.274832930897254,0.5697921325266361,0.6690625045448542,0.9677777759730816,0.9291319474577904,0.510207200050354,0.6465277791023254,0.970138880610466,0.9458333313465118,20500
20700,3,13.166622200361061,0.572458240389824,0.6700000051409006,0.9637499986588955,0.9252430570125579,0.601446008682251,0.6465277791023254,0.9638888895511627,0.9298611074686051,20750
21000,3,13.054710679993127,0.5264022290706635,0.6811111138015985,0.9657291655242443,0.9329166688024998,0.5350662291049957,0.7034722208976746,0.9645833313465119,0.9423611164093018,21000
21200,3,12.852918266665975,0.5640389683842659,0.6863888933882117,0.9632291649281979,0.9300347237288952,0.5457115828990936,0.6708333402872085,0.9694444358348846,0.9270833373069763,21250
21500,3,13.06085559468096,0.5481181892752648,0.6760069467499852,0.9658333329856396,0.9337152802944183,0.6220462858676911,0.6618055537343025,0.9687500059604645,0.9194444477558136,21500
21700,3,13.11502434155327,0.5480882662534714,0.67381944835186,0.9656944426894188,0.931840278506279,0.5548866033554077,0.6263888940215111,0.9472222268581391,0.9326388895511627,21750
22000,3,13.544297768242991,0.5872625026106835,0.6709027830511332,0.9645138873159885,0.9217708368599414,0.7271957755088806,0.6104166701436042,0.9722222208976745,0.9111111164093018,22000
22200,3,13.017834599511014,0.5649124521017075,0.6796180587261915,0.966944442242384,0.928402778506279,0.7605393528938293,0.5833333402872085,0.9499999970197678,0.8965277761220932,22250
22500,3,13.583932790768932,0.5233032518625259,0.665937504991889,0.9671874986588955,0.9362500013411045,0.5838549911975861,0.5923611178994179,0.9590277791023254,0.9194444477558136,22500
22700,3,13.350548797016213,0.572949997484684,0.6828819489479065,0.9604166659712792,0.9244791680574417,0.5265939474105835,0.5569444477558136,0.9590277701616288,0.9215277820825577,22750
23000,3,13.457560004848734,0.5527974146604538,0.6724305599555374,0.9634722210466862,0.9290972244739533,0.5843345522880554,0.6208333373069763,0.9624999970197677,0.9201388925313949,23000
23200,3,13.520501884367986,0.5011118245124817,0.6644791696965694,0.9673263885080814,0.9388194461166859,0.7316119790077209,0.6333333358168602,0.9763888835906982,0.9111111164093018,23250
23500,3,13.31713929083213,0.5627724689245224,0.6736805588752032,0.9656597220897675,0.9298958349227905,0.7724745750427247,0.5993055641651154,0.9694444417953492,0.8854166686534881,23500
23700,3,13.29544480167243,0.5834021505713463,0.6696875045448542,0.9712499973177909,0.9257986146211624,0.6232015907764434,0.5875,0.9631944447755814,0.9284722238779068,23750
24000,3,13.49359195742408,0.5580821633338928,0.6692013928294182,0.9655208320915699,0.9295138907432556,0.6240621566772461,0.623611107468605,0.9666666716337204,0.9229166686534882,24000
24200,3,13.520780390989792,0.5225357285141945,0.6793055599927902,0.9684722213447094,0.9343402788043023,0.583417996764183,0.6694444492459297,0.96875,0.9270833343267441,24250
24500,3,12.95375067906521,0.5519391012191772,0.6705902817845345,0.9648611080646515,0.9278819479048253,0.5652849197387695,0.6347222328186035,0.9618055582046509,0.926388892531395,24500
24700,3,13.133733424951759,0.5366519610583782,0.6767013929784298,0.9602083326876163,0.931562501937151,0.5979672789573669,0.6423611149191857,0.9562499970197678,0.9298611134290695,24750
25000,3,13.651415824893085,0.5286300656199455,0.6717013920843601,0.9655208328366279,0.9330555582046509,0.5736783444881439,0.5965277835726738,0.9701388895511627,0.9256944477558136,25000
25200,4,13.280001453918617,0.5310168024897576,0.6744097266346216,0.9651041647791863,0.9348958340287209,0.6219089090824127,0.649305559694767,0.9604166656732559,0.9215277791023254,25250
25500,4,12.993440801601876,0.509718342423439,0.6781944481283426,0.9664930546283722,0.9374305568635464,0.5389891982078552,0.5999999985098838,0.9534722208976746,0.9305555582046509,25500
25700,4,12.9972642648736,0.5395103831589222,0.6802777829766273,0.9668402756750584,0.9327430580556393,0.6001750230789185,0.6187500074505806,0.96875,0.9208333402872085,25750
26000,4,14.326881443640548,0.5444130888581276,0.6694444480538368,0.9674999988079072,0.9296527799963951,0.614492666721344,0.6298611149191856,0.9763888895511628,0.9208333373069764,26000
26200,4,14.018481463305742,0.5390612629055976,0.6727777809649705,0.9661111089587212,0.9338194465637207,0.6688433051109314,0.6229166701436043,0.9826388895511627,0.9159722238779068,26250
26500,4,13.217005227302778,0.522986283004284,0.6760416704416276,0.9686111086606979,0.933020834773779,0.5358680307865142,0.6402777835726738,0.9631944417953491,0.9340277731418609,26500
26700,4,13.041351769661523,0.5230483236908913,0.6702430584281683,0.9645833320915699,0.9357986125349999,0.7107100129127503,0.6111111208796501,0.9687500029802323,0.9062500089406967,26750
27000,4,13.422683394841506,0.5249684968590737,0.6709375025331974,0.9638888873159885,0.9375694453716278,0.5527256011962891,0.6354166701436043,0.9659722208976745,0.9402777791023255,27000
27200,4,13.163333389824231,0.5585011467337608,0.6769791708141565,0.9693402759730816,0.9293750010430812,0.5390897572040558,0.6298611178994179,0.9527777761220932,0.9319444447755814,27250
27500,4,13.292308269577504,0.5585473865270615,0.6757291694730521,0.9665972201526165,0.9282638901472091,0.5674145221710205,0.6652777850627899,0.9576388895511627,0.926388892531395,27500
27700,4,12.943694842262081,0.5346802175045013,0.6737847261875868,0.968229165226221,0.9325694464147091,0.6414481163024902,0.6152777776122094,0.9625,0.9305555582046509,27750
28000,4,12.910293812557597,0.5161641362309456,0.6766666724532843,0.9659374995529652,0.9359722244739532,0.5910952687263489,0.6215277865529061,0.9569444447755814,0.9291666656732559,28000
28200,4,13.705871167678788,0.5528247880935669,0.6718055593594908,0.9688541655242443,0.9301041676104069,0.558623069524765,0.6145833373069763,0.964583334326744,0.919444453716278,28250
28500,4,13.200760389258873,0.525522311925888,0.6710763926804065,0.9682986100018024,0.9372222247719765,0.7223146915435791,0.5854166731238365,0.979861107468605,0.8993055611848831,28500
28700,4,13.136027834083636,0.5368885610997677,0.668263892531395,0.9688888874650001,0.9336805565655232,0.7287474989891052,0.5958333432674408,0.9611111074686051,0.9097222268581391,28750
29000,4,13.064357887873822,0.5465200987458229,0.674826393276453,0.9626388871669769,0.9305555579066277,0.6261412024497985,0.5812500029802322,0.9520833313465118,0.9277777791023254,29000
29200,4,12.918619642356967,0.5680434769392013,0.6661458372324706,0.9696874991059303,0.9281944458186626,0.5112935781478882,0.5479166671633721,0.9701388955116272,0.9493055552244186,29250
29500,4,13.136987709099516,0.5302624927461147,0.6695486138015986,0.9649652762711048,0.9337500010430813,0.5337240755558014,0.5951388940215111,0.9611111164093018,0.9270833432674408,29500
29700,4,13.006300373279194,0.5059506332874298,0.673090284243226,0.967916662991047,0.9383680547773838,0.5920378148555756,0.5618055522441864,0.9722222179174423,0.9312500089406968,29750
30000,4,13.056052099895403,0.5820419719815254,0.6738888929784298,0.9684374980628491,0.9285416677594185,0.8280394315719605,0.5680555522441864,0.9652777761220932,0.8979166775941849,30000
30200,4,13.447088180632152,0.546061915755272,0.6712152803689242,0.9674999986588955,0.9318402780592442,0.6135641217231751,0.6013888880610466,0.9666666626930237,0.92777778506279,30250
30500,4,12.640041067211063,0.5251115754246711,0.6758680605143309,0.9651041653752327,0.9342708349227905,0.7066921710968017,0.6027777791023254,0.9666666626930237,0.9208333343267441,30500
30700,4,13.3976043791467,0.5492756965756417,0.6769097271561623,0.9668055541813374,0.9322222231328487,0.5477887570858002,0.5965277805924416,0.9736111164093018,0.9430555611848831,30750
31000,4,13.260750372548227,0.5381323140859604,0.6768402817845345,0.967916664481163,0.9340972244739533,0.5077558279037475,0.6402777776122093,0.9638888865709305,0.9236111104488373,31000
31200,4,12.997383482285237,0.5536240372061729,0.671284728050232,0.9640972204506397,0.930034723430872,0.6186000168323517,0.6465277820825577,0.9597222149372101,0.9152777701616287,31250
31500,5,13.544454787372317,0.5149831452965736,0.6829166701436042,0.9677777762711048,0.9367013910412788,0.6499475538730621,0.6548611104488373,0.9569444388151169,0.9194444507360459,31500
31700,5,13.172212276956184,0.552371719777584,0.6764583370834589,0.9677083316445351,0.9291666692495346,0.6268947720527649,0.6618055611848831,0.9625,0.9097222268581391,31750
32000,5,12.96233697272315,0.5422590690851211,0.683472226113081,0.9667013882100582,0.9300694462656974,0.5768364787101745,0.5972222238779068,0.9624999970197677,0.9270833373069763,32000
32200,5,13.47978028457951,0.5221715208888054,0.6709375044703484,0.9679513873159885,0.9361111132800579,0.5372929453849793,0.6152777895331383,0.9631944507360458,0.9319444507360458,32250
32500,5,13.491008656424771,0.5487556251883506,0.6746180589497089,0.9658680549263954,0.9318402789533138,0.5526658177375794,0.620138892531395,0.9659722238779068,0.9375000029802323,32500
32700,5,12.811266157397203,0.5642907020449638,0.6751388921588659,0.9682291641831398,0.930937501937151,0.5702084362506866,0.6583333343267441,0.9527777791023254,0.9312499970197677,32750
33000,5,12.965717683459413,0.5531158000230789,0.668819447979331,0.9680555538833141,0.9293055573105812,0.5992513835430145,0.5868055582046509,0.9729166686534881,0.9229166597127915,33000
33200,5,12.819608508241014,0.5417350509762764,0.6739236164465546,0.9693402767181396,0.9318402794003486,0.6543172478675843,0.6569444507360458,0.9631944417953491,0.9215277791023254,33250
33500,5,13.175211263995449,0.5387791010737419,0.6751041700690985,0.9670833320915699,0.9317361126840115,0.7107181906700134,0.6402777805924416,0.9652777701616287,0.910416665673256,33500
33700,5,13.448746035408488,0.5289645466208458,0.6803472276031971,0.9679166640341282,0.9329861110448837,0.4869744122028351,0.6548611223697662,0.9666666656732559,0.9437500029802323,33750
34000,5,13.033854023025118,0.5390839877724648,0.6695138943195343,0.9642013876140118,0.9312500023841858,0.761163854598999,0.6375000074505806,0.9513888895511627,0.9097222268581391,34000
34200,5,13.158287875067943,0.5299883297085762,0.6721527824550867,0.9676388873159886,0.9346180565655231,0.5357632339000702,0.5888888984918594,0.9527777761220932,0.9305555611848831,34250
34500,5,13.467089015854791,0.5609169209003448,0.6738541711866856,0.9661458303034306,0.9257986137270927,0.6583455741405487,0.6138888955116272,0.9743055552244186,0.9166666716337204,34500
34700,5,13.233856693273077,0.5384660026431084,0.6636458388715982,0.9652430531382561,0.9330902795493603,0.7132323265075684,0.615277786552906,0.9506944447755814,0.8923611104488373,34750
35000,5,12.932723415952564,0.5385258919000626,0.6805902820080518,0.9686805535852909,0.9337847234308719,0.5735057651996612,0.5923611164093018,0.963888892531395,0.9243055552244186,35000
35200,5,13.031858347193568,0.5188390487432479,0.6717361156642437,0.9696874977648258,0.9324652807414532,0.7233462333679199,0.6006944492459297,0.9729166626930237,0.9062500029802323,35250
35500,5,12.66646405014324,0.5294043612480164,0.6714583381265402,0.9676736095547676,0.935520836263895,0.5979334712028503,0.6083333328366279,0.9486111104488373,0.9381944477558136,35500
35700,5,13.12881289795786,0.51356738448143,0.6718750051409006,0.9630208320915699,0.9367361131310463,0.5663565874099732,0.6388888865709305,0.9652777820825577,0.9243055611848832,35750
36000,5,13.018630998658377,0.5413903333246708,0.6769791712611913,0.9654861102998257,0.9351388888061046,0.6404433131217957,0.6222222238779068,0.9479166656732559,0.9034722238779068,36000
36200,5,12.90967074169024,0.5330841574072838,0.6742708370834589,0.9711458317935466,0.9320833331346512,0.523019015789032,0.6333333343267441,0.9611111164093018,0.93125,36250
36500,5,13.023999031189037,0.5417406824231148,0.6694791708141565,0.9701388868689537,0.9323263908922672,0.7497308135032654,0.674305559694767,0.9541666656732559,0.9006944447755814,36500
36700,5,13.042709102090734,0.5228952552378178,0.6771180593967437,0.9667013882100582,0.934652779251337,0.7149251818656921,0.598611119389534,0.9465277791023254,0.9208333343267441,36750
37000,5,13.175468277144642,0.5225753135979175,0.6743750061094761,0.9714583316445351,0.9381597231328488,0.5796603977680206,0.611111119389534,0.9659722179174424,0.9354166746139526,37000
37200,5,12.9691558993215,0.5208331739902496,0.6742013932019472,0.9714583306014538,0.9354513907432556,0.6002317786216735,0.640277786552906,0.977777773141861,0.91875,37250
37500,5,13.225126802557556,0.5829048290848732,0.6750347255915403,0.9707986088097096,0.9260763894021511,0.6127500772476197,0.6326388910412788,0.9638888865709305,0.9180555611848831,37500
37700,6,12.881496852892052,0.5136774657666683,0.6780902804434299,0.969201386719942,0.9367708341777324,0.5839633166790008,0.6138888895511627,0.9541666656732559,0.9201388865709305,37750
38000,6,12.949574141482152,0.5265808466076851,0.6781944487988949,0.9669444425404072,0.9345833340287208,0.5366619050502777,0.6027777835726738,0.9541666686534882,0.9236111104488373,38000
38200,6,12.750207730637854,0.5388909311592579,0.6707291722297668,0.968784720748663,0.9304861138761044,0.6138274848461152,0.6638888970017434,0.9638888955116272,0.9173611104488373,38250
38500,6,12.733311766597401,0.5238891288638114,0.6715625049173832,0.9669444420933724,0.9312847246229649,0.782246220111847,0.6340277820825577,0.9618055522441864,0.9048611134290695,38500
38700,6,12.77314435484841,0.5291571134328842,0.6665625046566128,0.9703819419443608,0.9330902794003486,0.5046667575836181,0.6722222223877907,0.9631944477558136,0.9402777791023255,38750
