time/steps,time/epochs,time/steps_per_second,time/dataset,time/preprocess,time/train_step,train/env_steps,eval/reward,eval/length,eval/success,eval/TimeLimit.truncated,eval/reward_std,step,train/reward,train/length,train/num_ep,train/q_loss,train/target_q,train/actor_loss,train/entropy,train/alpha_loss,train/alpha
110000,0,10.01873889108921,0.0005939006805419922,3.910064697265625e-05,0.10241889953613281,109751.5,-3.2537118023702942,300.0,0.3333333333333333,1.0,2.5697284512310516,110000,-1.6987431981983818,300.0,366.0,0.0014221007104497402,-1.5774115252494811,1.5574126522541045,-2.9083374719619752,0.00012720163723497536,0.001369703233242035
120000,0,10.18714419138229,0.0007269382476806641,3.981590270996094e-05,0.10470020771026611,119751.5,-4.5775509946182344,300.0,0.2,1.0,4.6561093351066285,120000,-6.5892232161849105,300.0,399.5,0.0012631279925117268,-1.4026194446086884,1.3862157537937165,-3.0006375055313113,-4.357481420811382e-07,0.0011315083112567663
130000,0,9.831426093652112,0.0021805763244628906,3.993511199951172e-05,0.11283504962921143,129751.5,-3.260978892715161,300.0,0.06666666666666667,1.0,3.151607528660014,130000,-2.5576483768461995,300.0,432.5,0.0012574879091698677,-1.269876877307892,1.253016317844391,-3.016636640548706,-1.9600183066359024e-05,0.001197054435731843
140000,0,9.979790746712961,0.0006740093231201172,3.7550926208496094e-05,0.10940098762512207,139751.5,-3.3897423421271315,300.0,0.13333333333333333,1.0,1.579758624108924,140000,-3.8312220404142443,300.0,466.0,0.0012162947300821544,-1.203793157339096,1.1900017540454864,-2.9590226092338563,3.810075965930082e-05,0.0009327467788243667
150000,0,10.011435075395847,0.0006279945373535156,4.2438507080078125e-05,0.08869528770446777,149751.5,-3.3272181462027937,300.0,0.26666666666666666,1.0,3.234511805887762,150000,-1.9828700771303933,300.0,499.5,0.0011228162505431101,-1.155005934715271,1.1408926208019257,-3.059968280792236,-5.7376690918317765e-05,0.0009539813792798669
160000,0,9.480060483917084,0.0006965398788452148,3.7550926208496094e-05,0.10834395885467529,159751.5,-6.916089688668653,300.0,0.5333333333333333,1.0,5.539522472655257,160000,-3.6569951494754394,300.0,532.5,0.0010662922337651252,-1.1133782413005828,1.1005731651782988,-2.9853849458694457,1.4861480458421284e-05,0.001014805209590122
170000,0,9.173091881811148,0.0007908344268798828,5.638599395751953e-05,0.11026525497436523,169751.5,-3.297363272381007,300.0,0.2,1.0,3.3444725449918082,170000,-2.5038741418604835,300.0,566.0,0.0010379313540179282,-1.0717732241153717,1.0597115930318832,-2.9947825937271118,4.556828233035048e-06,0.000856173429870978
180000,0,10.573553590019902,0.0006769895553588867,3.5881996154785156e-05,0.09971451759338379,179751.5,-2.5064050117124514,300.0,0.13333333333333333,1.0,1.4687557913581104,180000,-6.948928257130057,300.0,599.5,0.0010389375514350831,-1.0457132511138916,1.0337897104024887,-3.0269338884353636,-2.330798748334928e-05,0.0008602880415273831
190000,0,9.51084843621352,0.0006636381149291992,4.2557716369628906e-05,0.08802545070648193,189751.5,-2.3080419591184826,300.0,0.8666666666666667,1.0,1.2303984123733045,190000,-7.1623023184961845,300.0,632.5,0.0009866645012516528,-1.0031313856840134,0.9912074842453003,-2.940068153858185,4.823210321683291e-05,0.0007997210720786825
200000,0,10.172796657487496,0.0006477832794189453,3.826618194580078e-05,0.10254836082458496,199751.5,-2.5904440587756583,300.0,0.8,1.0,2.984931479299968,200000,-2.1407466588368966,300.0,666.0,0.0008768647785764187,-0.9554371622800827,0.9435682297945023,-2.962172715187073,2.9313078593986576e-05,0.0007793953977525234
210000,0,9.322496591323045,0.0007780790328979492,3.707408905029297e-05,0.1126941442489624,209751.5,-3.4227321581577264,300.0,0.4,1.0,3.255531109431673,210000,-2.6445481843714664,300.0,699.5,0.0008367237380007282,-0.9206880785226822,0.9098497502803803,-2.9576409058570863,3.152588183002081e-05,0.0007484036107780412
